,mode,index_col,avC,avP,sdC,sdP,avR,maxC,maxP,stdCR,stdCP,AvRR
11,CottonWash,11,1.562424242,312.2242424,2.45796408,580.6152208,537.0256938,0.65,72,0.156858894,21.23186177,742.3501753
12,CottonWash,12,1.443324324,284.2918919,2.346392613,554.1236898,546.1138638,0.58,72,0.1208599,16.37156697,621.091266
13,CottonWash,13,1.369475,266.9825,2.271688336,536.3756046,555.2573318,0.7,79,0.145097668,19.59547801,668.0267708
14,CottonRinse,14,1.305465116,252,2.203627258,520.2016598,564.4474321,0.65,78,0.150273314,20.99373196,686.9821029
15,CottonRinse,15,1.270688889,244.12,2.160827445,509.8730693,567.1256299,1.16,172,0.285290249,42.56400753,624.7068823
16,CottonRinse,16,1.253520833,237.90625,2.097863985,494.7533596,556.8069518,1.88,288,0.572746559,91.96556702,402.0267803
17,CottonRinse,17,1.198764706,226.2372549,2.047204199,482.2462632,582.9201766,0.52,78,0.15328435,20.86695678,1000.731774
18,CottonSpin,18,1.183481481,221.1666667,1.99470954,469.5527675,573.9314859,1.81,276,0.563936187,88.82469497,421.1237429
19,CottonSpin,19,1.138754386,211.7649123,1.951074066,458.7791136,596.6655368,0.61,88,0.173453429,23.93487332,1005.878454
20,CottonSpin,20,1.140116667,209.9883333,1.906355284,447.716001,583.1318903,2.05,318,0.611733546,96.70455659,325.9926076
21,CottonSpin,21,1.156539683,211.0047619,1.879221779,438.8553854,594.3116655,2.62,414,1.189305071,191.1235985,817.9071695
0,CottonWash,0,2.387,518.9333333,3.124601106,733.2458746,699.4589624,7.11,1630,3.124601106,733.2458746,699.4589624
1,CottonWash,1,2.5004,546.28,3.160865911,741.3800436,688.8989632,7.1,1621,3.288475051,770.6678648,673.0589643
2,CottonWash,2,3.455625,768.225,3.346724771,785.6828035,509.2747329,7.1,1639,3.071681201,725.5433509,209.9010159
3,CottonWash,3,3.3749,748.2,3.325253084,781.0477423,487.8921242,7.06,1610,3.302488057,776.8567503,402.3616891
4,CottonWash,4,2.8785,631.0666667,3.231606945,759.418627,524.0809617,0.61,62,0.109893489,13.81989413,705.0251497
5,CottonWash,5,2.381733333,513.9266667,3.055681417,718.2667813,568.1061038,0.53,66,0.120936955,16.42009562,744.2066719
6,CottonWash,6,2.27,487.2111111,2.998973381,704.9780296,566.2134109,7.04,1604,2.674403231,628.3369667,556.7499468
7,CottonWash,7,2.06152381,438.2952381,2.890878836,679.385522,586.2374932,6.99,1592,1.681446285,393.490516,706.3819869
8,CottonWash,8,1.851458333,388.75,2.760445805,648.7743804,605.0567418,0.66,71,0.118855171,14.49359748,736.7914819
9,CottonWash,9,1.684703704,349.8555556,2.644779473,621.4009695,629.1066357,0.49,59,0.111260283,15.28612172,821.5057866
10,CottonWash,10,1.5533,318.9666667,2.5397044,596.6841477,643.2456277,0.48,60,0.108562181,14.37306709,770.4965555
11,CottonWash,11,1.494121212,303.9424242,2.482095886,582.8503223,645.0892028,7.04,1606,1.729727272,396.8674016,663.5249539
12,CottonWash,12,1.481081081,300.8513514,2.470454446,580.1680927,643.5403916,7.05,1617,2.399990972,564.058669,630.7626993
13,CottonWash,13,1.398675,281.3925,2.393622897,562.1259756,651.9818064,0.67,68,0.128805743,15.20798338,756.0925896
14,CottonRinse,14,1.327023256,264.5976744,2.323392539,545.5946552,659.0674817,0.46,53,0.106676544,14.97661012,753.5431524
15,CottonRinse,15,1.292,256.2155556,2.277855534,534.8214366,658.1623795,1.3,195,0.3258818,50.02315253,638.7026816
16,CottonRinse,16,1.267729167,248.3833333,2.211503907,519.1334949,649.7571567,1.87,289,0.548813663,86.97496667,523.6788143
17,CottonRinse,17,1.210411765,235.8705882,2.157981946,506.1281617,679.1870828,0.71,102,0.174006209,26.55291832,1150.065901
18,CottonSpin,18,1.191592593,229.787037,2.103339614,492.9959573,669.4385199,1.78,271,0.614480904,97.05401387,503.7129509
19,CottonSpin,19,1.144157895,219.5263158,2.057253892,481.8156166,690.0424373,0.57,59,0.135608039,18.36241163,1060.912949
20,CottonSpin,20,1.160666667,219.8016667,2.010449303,470.0376879,665.6265908,2.18,340,0.581909362,92.51634835,201.7255077
21,CottonSpin,21,1.156460317,217.0555556,1.974016914,460.1587219,685.2930613,2.17,339,1.0124456,161.1302179,1078.622471
0,CottonWash,0,2.191333333,468.3,3.008468202,710.0615393,712.9816076,7.1,1630,3.008468202,710.0615393,712.9816076
1,CottonWash,1,2.5254,549.44,3.149336963,743.8118634,640.0527304,7.12,1636,3.365085867,794.5318565,530.6594147
2,CottonWash,2,3.424375,756.5125,3.3249958,785.8253904,493.7697312,7.14,1635,3.10528019,741.7930506,249.9647325
3,CottonWash,3,3.4842,771.66,3.323928302,786.2326515,454.9578655,7.09,1629,3.39486962,805.3124843,299.7104027
4,CottonWash,4,2.966833333,649.8916667,3.246947625,767.4986743,500.3191043,0.48,53,0.096026312,12.39471449,727.1252982
5,CottonWash,5,2.4498,528.4,3.081795753,727.9508244,532.0848858,0.52,56,0.072067178,10.76611329,659.1480116
6,CottonWash,6,2.103944444,447.2166667,2.917051488,688.6762971,567.8252171,0.6,62,0.112670815,15.11370696,746.5268739
7,CottonWash,7,1.856428571,389.3190476,2.767450956,653.0212436,597.4432685,0.5,57,0.10959906,14.80664653,775.151577
8,CottonWash,8,1.669083333,345.7041667,2.635473486,621.5369935,623.8632807,0.61,66,0.113886917,15.08047379,808.8033662
9,CottonWash,9,1.722666667,358.8555556,2.678143451,632.1027379,620.1690826,7.16,1648,3.012392489,713.8707472,590.6154972
10,CottonWash,10,1.586933333,327.1833333,2.573042379,607.080532,640.2211831,0.46,57,0.118953289,15.58454879,820.6900884
11,CottonWash,11,1.47569697,301.1939394,2.478292682,584.5827327,652.7412383,0.48,60,0.105088906,15.53449998,777.9417896
12,CottonWash,12,1.357162162,273.0972973,2.365133318,557.8954951,664.1588415,0.6,63,0.118438289,15.28565609,758.3540683
13,CottonWash,13,1.283475,255.755,2.289320564,539.9763152,667.7918933,0.49,56,0.089970621,12.01072318,712.5995313
14,CottonRinse,14,1.220767442,240.9069767,2.219874336,523.5871928,671.7111811,0.63,66,0.109062884,13.64054133,723.9683525
15,CottonRinse,15,1.188333333,233.3177778,2.175794379,513.0709575,670.7630904,1.1,163,0.269539568,40.22865567,650.37914
16,CottonRinse,16,1.174645833,227.5125,2.111248896,497.6967575,654.2389368,1.76,268,0.529469047,85.31227964,406.3766333
17,CottonRinse,17,1.120705882,216.0431373,2.05973683,485.0148622,689.6222438,0.63,92,0.145949527,22.09498825,1255.755155
18,CottonSpin,18,1.105277778,210.8092593,2.007245992,472.2951605,681.2611902,1.72,262,0.587954666,91.43872391,539.1232793
19,CottonSpin,19,1.062684211,201.4824561,1.962229549,461.3984785,701.8047386,0.64,66,0.141630895,18.82148442,1071.58861
20,CottonSpin,20,1.080316667,202.135,1.919026708,450.266332,678.0292939,2.49,395,0.630406182,102.162728,226.2958449
21,CottonSpin,21,1.096142857,203.1253968,1.894832202,441.7882671,694.9204577,2.73,437,1.303620776,212.7627679,1032.743733
0,CottonWash,0,2.439,528.4333333,3.096274012,731.5960673,628.2087326,7.22,1658,3.096274012,731.5960673,628.2087326
1,CottonWash,1,2.186,466.18,2.943199703,696.1557323,589.0675675,7.13,1636,2.730313795,646.2277259,530.3558199
2,CottonWash,2,3.284125,728.1875,3.325540098,787.9641625,490.3024006,7.24,1675,3.153736354,746.2561608,325.6937892
3,CottonWash,3,3.4547,768.28,3.341329033,792.5747466,448.2736438,7.19,1655,3.402530173,810.9844748,280.1586166
4,CottonWash,4,2.954166667,649.275,3.248817906,770.7617749,490.366173,0.57,69,0.148617311,20.72342941,700.828819
5,CottonWash,5,2.453133333,529.9466667,3.073158779,729.2944442,527.7235102,0.61,78,0.138647407,18.90536018,677.1528588
6,CottonWash,6,2.117444444,449.9444444,2.903632886,689.1789036,553.3957283,0.59,71,0.136996099,18.74131216,681.7568186
7,CottonWash,7,1.880095238,393.3761905,2.750078205,652.7874911,566.911556,0.59,72,0.132185867,18.87615415,648.0065228
8,CottonWash,8,1.72825,357.2541667,2.638079897,626.1781448,573.9455495,7.15,1643,1.230701323,291.1408712,623.1835038
9,CottonWash,9,1.758518519,364.2259259,2.657055143,630.9166201,563.2073348,7.14,1645,2.839579781,676.2049271,477.3016166
10,CottonWash,10,1.630833333,333.61,2.549568848,605.4846296,564.9492749,0.66,73,0.124043467,17.68485293,580.6267364
11,CottonWash,11,1.524878788,308.1818182,2.453921522,582.8349985,571.2249965,0.69,78,0.132917743,18.15517405,633.9822129
12,CottonWash,12,1.41,280.7351351,2.340847367,555.9982113,575.0715697,0.58,75,0.116167154,16.59966018,606.8057987
13,CottonWash,13,1.338275,263.62,2.265506361,538.0876056,580.9049978,0.62,69,0.135912835,18.76301081,652.8506098
14,CottonRinse,14,1.27572093,248.8534884,2.197110269,521.7582382,588.9989298,0.64,73,0.143745065,19.87804773,696.918023
15,CottonRinse,15,1.236111111,240.1444444,2.155657132,511.6151106,594.5513915,0.58,85,0.135858866,15.48139801,713.9293201
16,CottonRinse,16,1.2196875,234.2291667,2.090908071,496.1804398,577.3100346,1.66,256,0.445563056,71.85413865,318.6896801
17,CottonRinse,17,1.167294118,222.9333333,2.039999743,483.5314098,612.7289442,0.92,133,0.243230414,35.68772608,1179.431498
18,CottonSpin,18,1.15112963,217.7407407,1.987494395,470.7907959,602.2120785,1.82,285,0.540424376,85.71111598,423.4253617
19,CottonSpin,19,1.108596491,208.5333333,1.943150594,459.9057439,621.8196216,0.59,82,0.162568818,22.86150205,974.7553971
20,CottonSpin,20,1.1025,205.48,1.898419011,448.8763857,610.7032137,1.79,276,0.5848509,90.05199009,399.4914638
21,CottonSpin,21,1.124380952,207.247619,1.863999712,439.0568975,600.3793323,2.24,352,0.84347148,134.041836,393.9017037
22,CottonSpin,22,1.077363636,197.8727273,1.833798604,431.096054,691.3886892,0.09,1,0,0,2602.585185
0,CottonWash,0,2.436666667,534.9333333,3.159416504,752.4048311,629.4077492,7.29,1688,3.159416504,752.4048311,629.4077492
1,CottonWash,1,2.5866,569.54,3.194699443,762.7409813,550.4845864,7.25,1684,3.316130076,794.7133528,432.0998422
2,CottonWash,2,3.54475,798.425,3.393636254,810.9281567,447.4107375,7.24,1681,3.147624264,753.3539879,275.6209895
3,CottonWash,3,3.2566,729.42,3.3577013,802.5808519,484.4625584,7.22,1677,3.018407388,722.3513069,632.6698417
4,CottonWash,4,2.793666667,617.3833333,3.234419391,774.0755743,497.5662166,0.68,73,0.09967843,12.91918198,563.0845076
5,CottonWash,5,2.3202,503.8,3.043301472,728.4061851,543.8305593,0.62,68,0.140650786,19.55493294,728.8879303
6,CottonWash,6,2.005333333,428.4333333,2.865592337,685.770953,579.4953967,0.6,69,0.151095996,20.81213174,757.8195837
7,CottonWash,7,1.845714286,389.9380952,2.756603852,659.7312277,596.3543045,7.24,1679,1.723871745,411.8357124,697.5077512
8,CottonWash,8,1.785083333,374.8916667,2.707548412,648.1125902,588.7318154,7.28,1685,2.332136705,558.4869759,535.3743916
9,CottonWash,9,1.641481481,339.7111111,2.58459578,619.0053464,585.4297755,0.59,75,0.109605353,15.29690826,559.0134567
10,CottonWash,10,1.523366667,311.06,2.477293606,593.4329493,586.808882,0.55,69,0.107269668,16.76901905,599.2208398
11,CottonWash,11,1.424848485,287.3939394,2.38252927,570.7033968,596.2257112,0.59,73,0.139370094,19.62569275,690.3940038
12,CottonWash,12,1.317648649,261.7405405,2.271235027,543.9528492,609.4332485,0.68,81,0.148520697,20.59101123,718.395431
13,CottonWash,13,1.252175,245.935,2.196524943,526.0695712,612.5661214,0.61,73,0.12122175,17.6674257,651.2048875
14,CottonRinse,14,1.303581395,258.4534884,2.255683981,540.3671517,608.6746692,7.22,1679,2.892226621,693.4459919,556.78864
15,CottonRinse,15,1.260777778,248.8866667,2.213949815,530.0685194,618.3055694,0.55,69,0.121675799,15.64608577,825.3699241
16,CottonRinse,16,1.237479167,241.6229167,2.14958133,514.4236955,606.7966924,1.77,276,0.544574494,87.49436763,434.1635367
17,CottonRinse,17,1.190490196,230.8039216,2.094697477,501.0061123,629.4695026,0.93,133,0.264988397,41.05937669,992.2344662
18,CottonSpin,18,1.168092593,224.5314815,2.042226465,488.0429329,634.5790642,1.75,269,0.588029634,94.39511603,721.4416105
19,CottonSpin,19,1.128614035,215.4947368,1.995568379,476.6413442,641.1959299,1.59,242,0.258155259,41.24116067,760.2995123
20,CottonSpin,20,1.116716667,211.41,1.950187539,465.3719627,638.093779,1.83,285,0.604499983,95.85743725,579.1529131
21,CottonSpin,21,1.115761905,209.3206349,1.910657826,455.0349403,646.3637959,1.77,275,0.789776631,125.6230633,811.7641344
0,CottonWash,0,2.160666667,462.1,2.975459319,695.0379474,734.7461241,7.11,1619,2.975459319,695.0379474,734.7461241
1,CottonWash,1,2.0036,422.48,2.853260047,667.7737684,681.7596155,7.07,1608,2.717544557,637.5604388,602.2798527
2,CottonWash,2,3.075,672.625,3.255146266,763.8206824,492.0108692,7.14,1648,3.135533759,740.3906114,175.7629587
3,CottonWash,3,3.2768,719.31,3.277470656,770.219537,439.1847597,7.11,1624,3.325088681,787.0143097,227.8803216
4,CottonWash,4,2.80425,607.55,3.172816171,746.0482654,487.2922285,0.72,85,0.165919289,22.02839077,727.8295722
5,CottonWash,5,2.332466667,496.0866667,2.989933208,703.2871614,522.0118483,0.61,68,0.134285679,17.51193353,660.8903274
6,CottonWash,6,2.018666667,421.8055556,2.817772883,662.9610831,549.7621992,0.6,69,0.143033233,18.92562576,688.5139537
7,CottonWash,7,2.04652381,428.8666667,2.839352782,668.5339465,552.9124135,7.21,1650,3.009939263,711.3253624,571.8136998
8,CottonWash,8,1.84875,382.0958333,2.706803628,637.3772252,560.6479101,0.59,75,0.124199043,17.3208067,614.7963861
9,CottonWash,9,1.691814815,345.1703704,2.590236896,609.8570622,573.903945,0.58,68,0.132521523,17.78547128,679.9522242
10,CottonWash,10,1.5682,315.9333333,2.485152989,585.1195078,582.1237452,0.58,72,0.138082517,19.58077875,656.1019466
11,CottonWash,11,1.468757576,292.0545455,2.390256177,562.9279109,582.8780489,0.69,73,0.121929412,15.9329053,590.4210865
12,CottonWash,12,1.358891892,266.0351351,2.279484707,536.8214909,591.8463315,0.62,71,0.144448554,19.45367607,665.8346625
13,CottonWash,13,1.42305,281.5525,2.347173568,553.355381,586.9664365,7.19,1652,2.997301871,710.7390487,526.7810654
14,CottonRinse,14,1.355372093,265.5,2.277384961,536.8962419,592.7138782,0.57,71,0.138990201,18.98226638,669.3464334
15,CottonRinse,15,1.316133333,256.5288889,2.234141177,526.509784,599.0775422,1.03,153,0.25498968,37.89497259,735.8963182
16,CottonRinse,16,1.301375,250.38125,2.167491692,510.729948,578.3020712,1.89,294,0.513634782,83.92200128,266.6700067
17,CottonRinse,17,1.246882353,238.4333333,2.114461267,497.7974025,598.3017988,0.99,140,0.197340071,27.34950461,918.2974409
18,CottonSpin,18,1.226759259,232.3814815,2.060987762,484.8751296,592.111904,1.98,305,0.589135739,93.48307979,486.8836915
19,CottonSpin,19,1.179122807,222.2666667,2.016484422,473.9016669,618.1062522,0.53,72,0.175815015,24.150962,1086.00452
20,CottonSpin,20,1.182916667,220.6216667,1.970221463,462.4519632,603.3484161,2.08,324,0.625452939,99.09468942,322.9495306
21,CottonSpin,21,1.181571429,218.4761905,1.93039241,452.2161525,609.6807108,1.85,285,0.803233694,127.1606867,736.3266042
0,CottonWash,0,3.074333333,682,3.350122677,793.2133687,674.295809,7.19,1655,3.350122677,793.2133687,674.295809
1,CottonWash,1,2.5312,552.98,3.162506523,748.9098605,718.3021682,7.2,1658,2.738325026,648.3799629,784.3117068
2,CottonWash,2,1.72525,361.9625,2.704102825,640.0691902,812.8405309,0.58,72,0.184136381,24.87153199,970.4044687
3,CottonWash,3,1.459,298.31,2.475415076,586.0074239,831.0667049,0.57,72,0.181090265,24.07466456,903.9714008
4,CottonWash,4,1.272416667,254.8916667,2.297699981,543.4180927,882.5496905,0.59,69,0.19511063,26.08407459,1139.964619
5,CottonWash,5,1.097933333,212.8266667,2.084460015,493.0388137,880.7535304,0.63,78,0.174474581,24.38298351,873.5688897
6,CottonWash,6,0.976388889,184.3777778,1.922720013,454.4478651,904.471702,0.58,69,0.189349765,25.71961995,1023.06256
7,CottonWash,7,0.892761905,164.2190476,1.792665277,423.5779583,913.4656788,0.64,82,0.195136557,25.45981734,967.4295393
8,CottonWash,8,0.826916667,148.8291667,1.686892018,398.3075702,933.7786193,0.61,78,0.200268785,26.75862736,1075.969202
9,CottonWash,9,0.776740741,136.9851852,1.597497499,377.0288263,936.4907793,0.62,72,0.180988347,25.22407626,958.1880599
10,CottonWash,10,0.734466667,127.23,1.521713977,358.9008915,951.326543,0.56,65,0.190798684,25.36313281,1084.848416
11,CottonWash,11,0.703151515,119.6484848,1.455060264,343.0679713,948.4023068,0.62,72,0.181412086,24.93866038,919.1599447
12,CottonWash,12,0.666081081,111.1486486,1.379377749,324.9686615,957.5819477,0.59,71,0.185105479,25.6759765,1033.313985
13,CottonWash,13,0.7487,130.645,1.546233457,365.752219,938.9136313,7.27,1688,2.742890098,657.3927787,708.6710625
14,CottonRinse,14,0.723837209,124.6372093,1.494758027,353.4797561,938.753619,0.63,79,0.188179726,26.01688223,936.6201213
15,CottonRinse,15,0.708066667,120.9155556,1.463370897,345.9820624,940.8199139,0.56,66,0.176423533,23.21501329,985.2452548
16,CottonRinse,16,0.716041667,121.0354167,1.424991433,335.8424499,920.6589292,2.03,318,0.60704873,98.16737408,618.2441592
17,CottonRinse,17,0.719921569,120.4901961,1.387134116,326.3157963,899.5846174,1.84,285,0.477322995,76.66077689,562.3956286
18,CottonSpin,18,0.695796296,115.8259259,1.352157458,317.7355747,916.3395251,0.55,82,0.15962636,23.61725455,1201.172955
19,CottonSpin,19,0.708140351,117.0754386,1.324486987,310.0729654,891.7907541,1.9,292,0.619902569,97.44978666,449.9128765
20,CottonSpin,20,0.68935,113.29,1.294012955,302.7060138,900.2793696,0.54,75,0.166602631,24.15964623,1061.563063
21,CottonSpin,21,0.680793651,111.3809524,1.266664563,295.8815251,900.3711153,1.52,236,0.425987561,67.85095227,902.2060298
22,CottonSpin,22,0.737939394,120.0590909,1.266024807,291.9246184,865.0652164,2.21,347,0.249390982,41.44556047,123.6413407
0,CottonWash,0,2.351666667,511.5333333,3.106614837,726.2198173,742.1406228,7.17,1635,3.106614837,726.2198173,742.1406228
1,CottonWash,1,2.249,483.62,3.020898805,709.8567228,671.8850163,7.25,1675,2.960214253,701.0531082,566.5016066
2,CottonWash,2,3.2235,712.1625,3.308311398,778.8346284,493.8579174,7.17,1637,3.166981249,748.9056813,197.1460859
3,CottonWash,3,2.9246,641.68,3.243139276,763.4778595,500.900724,7.09,1621,2.723115283,640.7128329,529.0719504
4,CottonWash,4,2.496916667,541.575,3.110525854,731.7885039,558.1667277,0.62,73,0.134566556,18.72649404,844.4967458
5,CottonWash,5,2.072266667,441.6933333,2.907836011,684.0367248,596.7289082,0.47,56,0.102603466,14.39128887,750.9776304
6,CottonWash,6,1.783666667,374.5222222,2.731166673,642.0382562,641.6954524,0.52,59,0.114106222,15.92727726,866.5281734
7,CottonWash,7,1.581285714,326.9,2.576288782,605.595752,660.4561342,0.61,73,0.11317213,14.72291981,773.0202247
8,CottonWash,8,1.428125,291.1666667,2.443372606,574.2012875,674.1710575,0.47,56,0.092609674,12.99730299,770.1755208
9,CottonWash,9,1.40937037,286.9555556,2.427724617,570.8697254,674.9410313,7.13,1645,2.332960134,551.6966891,681.1008215
10,CottonWash,10,1.373433333,278.41,2.390362732,562.4561182,673.4801007,7.09,1635,2.02998726,481.6825217,660.3317257
11,CottonWash,11,1.282030303,256.7969697,2.297351018,540.568752,684.0570529,0.54,60,0.117014588,14.8331719,789.8265746
12,CottonWash,12,1.182513514,233.472973,2.188312366,514.8376023,693.7093957,0.57,63,0.101313173,13.52101878,773.3412239
13,CottonWash,13,1.120825,219.0075,2.115770138,497.7248965,701.2131854,0.46,56,0.103190483,14.00394033,793.7599248
14,CottonRinse,14,1.068348837,206.6372093,2.049691163,482.1511273,708.3504429,0.55,65,0.120965465,16.47181501,803.5138772
15,CottonRinse,15,1.043511111,200.6377778,2.007695247,472.2023885,704.64739,1.23,186,0.285555322,44.76755757,625.0317521
16,CottonRinse,16,1.035395833,196.5291667,1.94845173,457.9303025,688.5394854,1.9,295,0.531260592,84.89724012,446.9209154
17,CottonRinse,17,0.994372549,187.4921569,1.897745094,445.7430552,704.420202,0.74,97,0.175408882,25.48339554,958.5116687
18,CottonSpin,18,0.986296296,184.1,1.849407764,433.9380328,692.2869272,1.72,271,0.581812566,94.2566867,486.0212558
19,CottonSpin,19,0.949368421,176.2473684,1.807039142,423.6804598,712.317756,0.46,63,0.127217797,19.34683437,1072.872674
20,CottonSpin,20,0.976933333,178.9633333,1.771008012,413.7271673,687.2627734,2.59,405,0.645300963,103.1268664,211.2181032
0,CottonWash,0,2.291,480.8666667,2.985383185,701.5727029,597.7582144,7.13,1627,2.985383185,701.5727029,597.7582144
1,CottonWash,1,2.2068,464.6,2.95016737,693.57877,622.781152,7.24,1668,2.96892941,698.786738,660.3155585
2,CottonWash,2,3.31475,728.6625,3.311627377,786.4414476,485.729615,7.25,1678,3.08633555,742.595573,257.3103865
3,CottonWash,3,3.2112,704.92,3.286320063,781.2820037,467.7642876,7.19,1658,3.232383999,772.6765153,395.9029783
4,CottonWash,4,2.751583333,596.3666667,3.170534243,753.1738886,497.0733606,0.53,66,0.122185149,16.5223931,643.6187257
5,CottonWash,5,2.291933333,487.9,2.980277834,707.4542862,525.5276192,0.6,73,0.122793163,17.61167977,639.3446537
6,CottonWash,6,1.981666667,414.9277778,2.80719417,665.910441,555.9344928,0.55,68,0.133325718,18.07824628,707.9688608
7,CottonWash,7,1.984047619,415.5190476,2.806373692,665.8816238,549.4893426,7.14,1650,2.849321859,677.0789152,510.8184411
8,CottonWash,8,1.791791667,370.0625,2.673750856,634.2757543,562.4879201,0.6,78,0.127647143,18.0396753,653.4779624
9,CottonWash,9,1.641444444,334.537037,2.5564585,606.3127793,577.2088695,0.64,69,0.146375364,19.79957041,694.9764654
10,CottonWash,10,1.523066667,306.25,2.451098572,581.3638913,583.3201499,0.63,68,0.128296084,16.91832985,638.3216728
11,CottonWash,11,1.424757576,283.0181818,2.357669262,559.1123281,591.8882757,0.59,69,0.135190372,17.90232117,677.5695341
12,CottonWash,12,1.445351351,287.7567568,2.37750946,563.4929059,588.8134426,7.11,1626,2.560628917,604.4777169,563.4460692
13,CottonWash,13,1.369875,269.9825,2.302084211,545.5137168,598.2546222,0.61,69,0.14879632,19.90613029,714.6958376
14,CottonRinse,14,1.305465116,254.7023256,2.232888445,529.0726458,604.1234307,0.66,69,0.141624402,18.21610378,682.3742112
15,CottonRinse,15,1.263577778,245.4955556,2.191505437,518.9349091,614.6205858,0.74,101,0.167177813,20.38181594,840.3094185
16,CottonRinse,16,1.2445,238.8770833,2.125613398,503.3533599,596.5223218,1.51,231,0.423540767,67.84902103,325.0483617
17,CottonRinse,17,1.191039216,227.3176471,2.073943952,490.5594708,629.4432488,0.93,131,0.247604848,36.26766712,1156.178081
18,CottonSpin,18,1.149444444,217.9851852,2.023472939,478.3456569,633.7831221,1.07,160,0.241342271,37.77732702,707.5609691
19,CottonSpin,19,1.133508772,213.0385965,1.975872739,466.6028767,627.2366499,1.89,292,0.640782568,101.6383039,509.4001492
20,CottonSpin,20,1.0933,204.4783333,1.934124912,456.3286381,648.0512302,0.62,82,0.177549087,23.64111459,1043.528257
21,CottonSpin,21,1.119555556,206.7492063,1.89399632,445.7497255,624.8871109,2.27,355,0.488281528,78.68447831,161.6047241
22,CottonSpin,22,1.113590909,204.1363636,1.863628059,437.0951875,653.2357277,2.27,356,1.049193724,169.27817,1248.556681
0,CottonWash,0,2.199333333,469.9,3.022009988,707.8700616,654.2240757,7.16,1632,3.022009988,707.8700616,654.2240757
1,CottonWash,1,2.4152,519.48,3.095296788,726.2559351,619.1252347,7.21,1658,3.253529096,765.343148,566.4769733
2,CottonWash,2,3.414375,753.2,3.336621441,784.025823,486.3649559,7.16,1646,3.090222047,729.495524,265.0978244
3,CottonWash,3,3.4103,751.61,3.320576941,780.902869,466.2037632,7.11,1617,3.340972755,788.3722655,385.5589927
4,CottonWash,4,2.922583333,635.925,3.220869577,758.1734814,479.5772304,0.58,73,0.099652026,13.54330287,546.4445663
5,CottonWash,5,2.434266667,520.2066667,3.041193546,716.2924049,504.6118575,0.65,73,0.131551747,17.89882164,604.7503659
6,CottonWash,6,2.1045,442.1444444,2.872195795,676.6068821,535.9349008,0.6,71,0.156550825,21.29769833,692.5501174
7,CottonWash,7,1.866095238,386.1238095,2.722273183,641.1353296,560.0549584,0.58,76,0.140778215,19.00997923,704.7753043
8,CottonWash,8,1.90975,396.2083333,2.748472977,647.8248949,547.1755539,7.12,1629,2.955870527,700.2851833,457.019722
9,CottonWash,9,1.747888889,358.1703704,2.631283131,620.0994888,557.8677149,0.58,73,0.123376352,17.3080275,643.4050027
10,CottonWash,10,1.618233333,327.5066667,2.526307048,595.3671726,566.132364,0.55,68,0.12252328,17.28210822,640.5142065
11,CottonWash,11,1.512787879,302.5515152,2.431705741,573.0713648,572.8918145,0.61,72,0.12630241,16.48824032,640.486319
12,CottonWash,12,1.400432432,275.8135135,2.319073693,546.586089,573.7229642,0.62,79,0.118268491,17.28269848,580.5799495
13,CottonWash,13,1.330275,259.2175,2.244101301,528.89208,578.4803066,0.65,76,0.138731942,19.59544869,637.1541954
14,CottonRinse,14,1.270581395,245.0488372,2.175392125,512.7038522,578.615165,0.62,73,0.114462261,15.76712716,580.4132775
15,CottonRinse,15,1.231,236.4533333,2.134608579,502.767622,587.1776956,0.68,100,0.172443736,25.23421862,771.2721032
16,CottonRinse,16,1.217833333,231.0208333,2.07023258,487.5450791,567.6058651,1.75,268,0.446731296,71.87380384,274.0284085
17,CottonRinse,17,1.166823529,219.8686275,2.019245543,475.0966114,589.8750052,1.12,117,0.204415623,23.9074124,946.1812464
18,CottonSpin,18,1.140740741,213.2462963,1.968173062,462.8138513,585.2907448,1.56,240,0.466438696,74.17655236,507.3583187
19,CottonSpin,19,1.110315789,206.145614,1.922553106,451.7422024,592.1903963,1.5,230,0.444087079,71.22152587,716.3841217
20,CottonSpin,20,1.073416667,198.29,1.881953526,441.7555348,622.7945456,1.15,175,0.313068058,50.4165294,1204.273383
21,CottonSpin,21,1.104301587,201.4746032,1.841909583,431.3500659,599.6644745,1.89,294,0.122935363,20.46204785,137.063053
0,CottonWash,0,2.374666667,515.7666667,3.119302236,730.0544469,728.2900803,7.08,1616,3.119302236,730.0544469,728.2900803
1,CottonWash,1,2.2534,483.58,3.021626545,708.8709358,632.959463,7.09,1633,2.938911856,691.6151272,489.9635371
2,CottonWash,2,3.294375,728.5875,3.324639066,780.3872407,511.382672,7.14,1632,3.114702547,730.7320342,308.754687
3,CottonWash,3,3.5069,779.04,3.34044777,784.6377395,471.7296346,7.13,1632,3.351582658,788.7519972,313.1174852
4,CottonWash,4,2.98625,656.2,3.263604251,766.9990698,505.5217023,0.5,52,0.084610563,11.33230129,674.4820404
5,CottonWash,5,2.465,533.3266667,3.098920737,728.478616,556.634531,0.56,57,0.115936963,15.02660476,761.0858458
6,CottonWash,6,2.113833333,451.0888889,2.935361993,689.7751094,600.4267196,0.59,63,0.124191176,16.74010258,819.3876628
7,CottonWash,7,1.889428571,397.1190476,2.792958277,655.0125972,607.1792348,5.4,969,0.920112999,169.5084476,647.6943255
8,CottonWash,8,1.9235,405.075,2.813303914,660.0306087,592.7952458,7.05,1611,2.990382746,703.2447792,492.1073234
